"","uniqid","at_sexviol","f_gender","age","politics_n","f_urban","f_occup","region","complete"
"16164",360004311,3,"Man",32,10,"Small/middle town","Skilled manual worker","Eastern",TRUE
"16165",360004312,2,"Man",17,5,"Rural area or village","Student","Eastern",TRUE
"16166",360004326,1,"Woman",49,5,"Rural area or village","Middle management, etc.","Eastern",TRUE
"16167",360004327,0,"Man",30,3,"Rural area or village","Middle management, etc.","Eastern",TRUE
"16168",360004328,2,"Woman",52,5,"Large town","Employed position, at desk","Eastern",TRUE
"16169",360004354,3,"Man",29,6,"Rural area or village","Middle management, etc.","Eastern",TRUE
"16170",360004361,0,"Woman",34,5,"Small/middle town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"16171",360004363,0,"Woman",52,5,"Small/middle town","Employed position, service job","Eastern",TRUE
"16172",360004364,0,"Woman",58,9,"Rural area or village","Skilled manual worker","Eastern",TRUE
"16173",360004371,0,"Man",34,8,"Large town","Employed position, service job","Eastern",TRUE
"16174",360004410,2,"Woman",49,7,"Large town","Employed position, at desk","Eastern",TRUE
"16175",360004452,0,"Woman",73,9,"Large town","Retired, unable to work","Eastern",TRUE
"16176",360004462,0,"Woman",63,5,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16177",370000011,0,"Man",63,1,"Large town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"16178",370000016,0,"Man",68,6,"Large town","Retired, unable to work","Eastern",TRUE
"16179",370000033,0,"Man",43,1,"Large town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"16180",370000034,0,"Woman",70,5,"Large town","Retired, unable to work","Eastern",TRUE
"16181",370000043,0,"Man",27,5,"Large town","Employed position, service job","Eastern",TRUE
"16182",370000055,4,"Woman",53,1,"Large town","Employed position, travelling","Eastern",TRUE
"16183",370000061,0,"Man",70,10,"Large town","Middle management, etc.","Eastern",TRUE
"16184",370000071,3,"Woman",40,4,"Small/middle town","Unemployed, temporarily not working","Eastern",TRUE
"16185",370000076,1,"Woman",28,1,"Small/middle town","Employed position, travelling","Eastern",TRUE
"16186",370000085,5,"Woman",74,3,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16187",370000088,0,"Woman",84,8,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16188",370000089,0,"Man",68,3,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16189",370000091,3,"Man",69,10,"Rural area or village","Retired, unable to work","Eastern",TRUE
"16190",370000092,3,"Man",54,1,"Rural area or village","Retired, unable to work","Eastern",TRUE
"16191",370000096,0,"Man",80,10,"Rural area or village","Retired, unable to work","Eastern",TRUE
"16192",370000098,0,"Man",75,1,"Rural area or village","Retired, unable to work","Eastern",TRUE
"16193",370000110,1,"Woman",83,9,"Large town","Retired, unable to work","Eastern",TRUE
"16194",370000135,0,"Woman",65,6,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16195",370000144,1,"Man",30,8,"Large town","Owner of a shop, craftsmen, etc.","Eastern",TRUE
"16196",370000145,0,"Man",71,10,"Large town","Retired, unable to work","Eastern",TRUE
"16197",370000152,0,"Woman",73,1,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16198",370000156,0,"Woman",57,5,"Small/middle town","Middle management, etc.","Eastern",TRUE
"16199",370000157,0,"Man",79,4,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16200",370000175,0,"Woman",65,3,"Large town","Retired, unable to work","Eastern",TRUE
"16201",370000206,0,"Woman",44,9,"Rural area or village","Employed professional (employed doctor, etc.)","Eastern",TRUE
"16202",370000235,0,"Man",67,5,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16203",370000255,0,"Man",76,4,"Rural area or village","Retired, unable to work","Eastern",TRUE
"16204",370000257,0,"Woman",76,3,"Rural area or village","Retired, unable to work","Eastern",TRUE
"16205",370000258,0,"Man",64,5,"Rural area or village","Retired, unable to work","Eastern",TRUE
"16206",370000260,0,"Man",32,5,"Large town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"16207",370000263,1,"Woman",82,7,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16208",370000266,0,"Woman",60,5,"Small/middle town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"16209",370000268,0,"Man",48,5,"Small/middle town","Supervisor","Eastern",TRUE
"16210",370000289,0,"Woman",83,10,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16211",370000290,0,"Woman",78,10,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16212",370000295,1,"Man",72,5,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16213",370000297,1,"Woman",59,5,"Small/middle town","Employed position, service job","Eastern",TRUE
"16214",370000299,1,"Woman",36,5,"Small/middle town","Unemployed, temporarily not working","Eastern",TRUE
"16215",370000303,1,"Man",72,5,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16216",370000304,9,"Woman",52,2,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16217",370000305,5,"Woman",29,5,"Small/middle town","Unemployed, temporarily not working","Eastern",TRUE
"16218",370000308,3,"Man",35,5,"Small/middle town","Unemployed, temporarily not working","Eastern",TRUE
"16219",370000312,0,"Man",22,2,"Large town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"16220",370000314,0,"Woman",35,5,"Large town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"16221",370000318,2,"Man",59,5,"Large town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"16222",370000321,0,"Woman",83,7,"Large town","Retired, unable to work","Eastern",TRUE
"16223",370000323,0,"Woman",58,3,"Large town","Employed position, service job","Eastern",TRUE
"16224",370000327,0,"Woman",84,9,"Large town","Retired, unable to work","Eastern",TRUE
"16225",370000330,0,"Woman",31,3,"Large town","Unemployed, temporarily not working","Eastern",TRUE
"16226",370000338,1,"Man",36,3,"Small/middle town","Unskilled manual worker, etc.","Eastern",TRUE
"16227",370000351,4,"Man",74,6,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16228",370000369,7,"Man",60,10,"Small/middle town","Skilled manual worker","Eastern",TRUE
"16229",370000370,0,"Man",45,5,"Large town","Middle management, etc.","Eastern",TRUE
"16230",370000378,0,"Man",26,4,"Large town","Employed position, service job","Eastern",TRUE
"16231",370000386,4,"Woman",71,1,"Large town","Retired, unable to work","Eastern",TRUE
"16232",370000395,0,"Woman",23,10,"Large town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"16233",370000400,0,"Man",45,5,"Small/middle town","Business proprietors, etc.","Eastern",TRUE
"16234",370000411,2,"Man",70,1,"Rural area or village","Retired, unable to work","Eastern",TRUE
"16235",370000420,0,"Woman",48,2,"Rural area or village","Employed position, service job","Eastern",TRUE
"16236",370000423,0,"Man",30,3,"Small/middle town","Professional (lawyer, etc.)","Eastern",TRUE
"16237",370000433,3,"Woman",69,5,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16238",370000435,1,"Woman",82,5,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16239",370000436,1,"Woman",32,5,"Small/middle town","Middle management, etc.","Eastern",TRUE
"16240",370000438,3,"Woman",57,5,"Small/middle town","Employed position, service job","Eastern",TRUE
"16241",370000460,3,"Woman",72,5,"Large town","Retired, unable to work","Eastern",TRUE
"16242",370000471,0,"Woman",65,1,"Large town","Retired, unable to work","Eastern",TRUE
"16243",370000484,0,"Man",30,5,"Small/middle town","Skilled manual worker","Eastern",TRUE
"16244",370000501,0,"Woman",62,1,"Small/middle town","Owner of a shop, craftsmen, etc.","Eastern",TRUE
"16245",370000502,0,"Woman",87,1,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16246",370000504,0,"Woman",47,5,"Small/middle town","Skilled manual worker","Eastern",TRUE
"16247",370000519,0,"Man",65,5,"Large town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"16248",370000533,0,"Woman",60,7,"Large town","Employed position, service job","Eastern",TRUE
"16249",370000551,0,"Woman",56,10,"Large town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"16250",370000552,3,"Man",50,6,"Large town","Skilled manual worker","Eastern",TRUE
"16251",370000555,0,"Woman",71,4,"Rural area or village","Retired, unable to work","Eastern",TRUE
"16252",370000558,0,"Man",62,5,"Rural area or village","Employed position, travelling","Eastern",TRUE
"16253",370000567,3,"Woman",53,3,"Small/middle town","Unskilled manual worker, etc.","Eastern",TRUE
"16254",370000572,0,"Woman",70,9,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16255",370000573,2,"Man",50,9,"Small/middle town","Owner of a shop, craftsmen, etc.","Eastern",TRUE
"16256",370000576,0,"Man",81,10,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16257",370000579,0,"Man",74,5,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16258",370000580,0,"Man",52,8,"Large town","Middle management, etc.","Eastern",TRUE
"16259",370000581,0,"Woman",83,9,"Large town","Retired, unable to work","Eastern",TRUE
"16260",370000596,2,"Woman",56,5,"Large town","Middle management, etc.","Eastern",TRUE
"16261",370000619,1,"Woman",54,9,"Small/middle town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"16262",370000621,1,"Woman",48,8,"Small/middle town","Unskilled manual worker, etc.","Eastern",TRUE
"16263",370000627,0,"Man",68,6,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16264",370000628,0,"Man",61,3,"Small/middle town","Skilled manual worker","Eastern",TRUE
"16265",370000632,0,"Woman",56,6,"Small/middle town","Unskilled manual worker, etc.","Eastern",TRUE
"16266",370000633,0,"Woman",67,9,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16267",370000635,0,"Woman",46,9,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16268",370000639,0,"Man",47,5,"Small/middle town","General management, etc.","Eastern",TRUE
"16269",370000647,1,"Woman",67,1,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16270",370000673,0,"Man",66,3,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16271",370000718,0,"Man",58,5,"Large town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"16272",370000719,1,"Man",26,3,"Large town","Student","Eastern",TRUE
"16273",370000722,4,"Man",45,5,"Rural area or village","Supervisor","Eastern",TRUE
"16274",370000723,3,"Man",19,5,"Rural area or village","Student","Eastern",TRUE
"16275",370000724,6,"Woman",29,5,"Rural area or village","Employed position, travelling","Eastern",TRUE
"16276",370000725,6,"Man",20,6,"Rural area or village","Student","Eastern",TRUE
"16277",370000726,0,"Man",61,5,"Rural area or village","Employed position, travelling","Eastern",TRUE
"16278",370000727,6,"Woman",51,7,"Rural area or village","Employed position, at desk","Eastern",TRUE
"16279",370000728,6,"Woman",54,4,"Rural area or village","Skilled manual worker","Eastern",TRUE
"16280",370000729,7,"Woman",43,4,"Rural area or village","Employed position, at desk","Eastern",TRUE
"16281",370000730,6,"Woman",18,8,"Rural area or village","Student","Eastern",TRUE
"16282",370000738,0,"Man",71,5,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16283",370000744,2,"Man",79,5,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16284",370000763,0,"Woman",65,5,"Small/middle town","Employed position, service job","Eastern",TRUE
"16285",370000787,0,"Woman",45,10,"Small/middle town","Employed position, at desk","Eastern",TRUE
"16286",370000789,0,"Man",63,5,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16287",370000791,0,"Man",58,1,"Small/middle town","Unemployed, temporarily not working","Eastern",TRUE
"16288",370000799,0,"Man",55,5,"Small/middle town","Employed position, travelling","Eastern",TRUE
"16289",370000812,0,"Man",60,5,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16290",370000823,0,"Woman",77,1,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16291",370000825,0,"Woman",79,4,"Large town","Retired, unable to work","Eastern",TRUE
"16292",370000832,0,"Woman",58,3,"Small/middle town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"16293",370000836,0,"Woman",32,9,"Small/middle town","Unemployed, temporarily not working","Eastern",TRUE
"16294",370000838,0,"Woman",75,3,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16295",370000840,0,"Woman",50,8,"Small/middle town","Unemployed, temporarily not working","Eastern",TRUE
"16296",370000841,0,"Woman",58,9,"Small/middle town","Unemployed, temporarily not working","Eastern",TRUE
"16297",370000845,0,"Man",53,5,"Small/middle town","Unemployed, temporarily not working","Eastern",TRUE
"16298",370000855,0,"Man",32,5,"Small/middle town","Employed position, travelling","Eastern",TRUE
"16299",370000859,0,"Woman",67,10,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16300",370000871,0,"Man",73,10,"Small/middle town","Middle management, etc.","Eastern",TRUE
"16301",370000874,0,"Woman",74,9,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16302",370000878,0,"Woman",44,10,"Small/middle town","Employed position, service job","Eastern",TRUE
"16303",370000910,1,"Woman",76,1,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16304",370000918,0,"Woman",56,5,"Small/middle town","Skilled manual worker","Eastern",TRUE
"16305",370000922,1,"Woman",52,2,"Small/middle town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"16306",370000923,0,"Woman",74,2,"Rural area or village","Retired, unable to work","Eastern",TRUE
"16307",370000924,0,"Woman",78,2,"Rural area or village","Retired, unable to work","Eastern",TRUE
"16308",370000926,0,"Man",67,2,"Rural area or village","Retired, unable to work","Eastern",TRUE
"16309",370000931,0,"Woman",48,5,"Rural area or village","Employed professional (employed doctor, etc.)","Eastern",TRUE
"16310",370000932,0,"Woman",71,4,"Rural area or village","Retired, unable to work","Eastern",TRUE
"16311",370000933,4,"Man",69,5,"Rural area or village","Retired, unable to work","Eastern",TRUE
"16312",370000936,0,"Woman",79,6,"Rural area or village","Retired, unable to work","Eastern",TRUE
"16313",370000952,0,"Man",71,1,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16314",370000956,1,"Woman",77,3,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16315",370000957,3,"Man",46,5,"Small/middle town","Skilled manual worker","Eastern",TRUE
"16316",370000958,2,"Woman",23,5,"Small/middle town","Unemployed, temporarily not working","Eastern",TRUE
"16317",370000966,1,"Man",57,7,"Rural area or village","Supervisor","Eastern",TRUE
"16318",370000969,0,"Man",61,1,"Small/middle town","Skilled manual worker","Eastern",TRUE
"16319",370000970,0,"Man",48,7,"Small/middle town","Business proprietors, etc.","Eastern",TRUE
"16320",370000974,0,"Woman",31,6,"Small/middle town","Responsible for ordinary shopping, etc.","Eastern",TRUE
"16321",370000980,0,"Woman",30,9,"Small/middle town","Professional (lawyer, etc.)","Eastern",TRUE
"16322",370000981,0,"Man",55,5,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16323",370000983,0,"Man",54,5,"Small/middle town","Employed position, service job","Eastern",TRUE
"16324",370001008,0,"Woman",69,1,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16325",370001009,4,"Woman",56,4,"Small/middle town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"16326",370001021,0,"Woman",74,9,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16327",370001034,0,"Woman",77,9,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16328",370001040,0,"Woman",65,3,"Small/middle town","Retired, unable to work","Eastern",TRUE
"16329",370001041,0,"Woman",69,2,"Small/middle town","Retired, unable to work","Eastern",TRUE
